DBA_Name,Facility_Type,Risk,Address,State,Zip,Inspection_Type,Latitude,Longitude,Results
LEBANON BITES  RESTAURANT INC.,Restaurant,Risk 1 (High),4639 N KEDZIE AVE ,IL,60625.0,License,41.96581008115543,-87.70824638504152,Fail
STARBUCKS COFFEE #13439,Restaurant,Risk 2 (Medium),4830 N PULASKI RD ,IL,60630.0,Canvass,41.9691923029365,-87.72820341214991,Fail
BOURBON ON DIVISION,Restaurant,Risk 2 (Medium),2050 W DIVISION ST ,IL,60622.0,Canvass Re-Inspection,41.903263620886506,-87.67927826952334,Pass
DEE'S RESTAURANT INC,Restaurant,Risk 1 (High),1114-1118 W ARMITAGE AVE ,IL,60614.0,Canvass Re-Inspection,41.91817809245007,-87.65595101769136,Pass
Pintaito Gourmet,Restaurant,Risk 2 (Medium),4315 N CENTRAL AVE ,IL,60634.0,License Re-Inspection,41.95914752916848,-87.76705245885634,Pass w/ Conditions
CHIPOTLE MEXICAN GRILL #3433,Restaurant,Risk 1 (High),1017 W ADDISON ST ,IL,60613.0,Canvass,41.94712259218935,-87.65506631884556,Fail
ST. FRANCIS DE SALES HIGH SCHOOL,School,Risk 1 (High),10155 S EWING AVE ,IL,60617.0,Canvass Re-Inspection,41.71041289955135,-87.53513676917818,Pass
CANAL STREET EATERY & MARKET,Restaurant,Risk 1 (High),320 S CANAL ST ,IL,60606.0,License,41.8773721295901,-87.63969229307136,Pass
BURNHAM MATH AND SCIENCE ACADEMY,School,Risk 1 (High),9928 S CRANDON AVE FL ,IL,60617.0,Canvass,41.7144017634731,-87.56716721220778,Pass
TASTEE FREEZ,Restaurant,Risk 2 (Medium),2815 W Armitage ,IL,60647.0,Canvass,41.917373880004064,-87.69784150849985,Fail
WENDYS OLD FASHIONED HAMBURGERS,Restaurant,Risk 1 (High),758 W 117TH ST ,IL,60628.0,Complaint,41.68194036015946,-87.64195936290173,Fail
POPEYE'S #863,Restaurant,Risk 1 (High),300 E 35TH ST ,IL,60616.0,Complaint,41.83119240873837,-87.61928919948132,Pass w/ Conditions
WRIGLYEVILLE ROOFTOPS,ROOFTOPS,Risk 2 (Medium),3639 N SHEFFIELD AVE ,IL,60613.0,License,41.94839767354093,-87.6542174150256,Pass
Food 4 Less Midwest #552,Grocery Store,Risk 1 (High),7030 S ASHLAND AVE ,IL,60636.0,Canvass,41.765790770431856,-87.66396688645494,Pass w/ Conditions
7-ELEVEN #29098F,Grocery Store,Risk 3 (Low),4001 W 59TH ST ,IL,60629.0,License,41.78582569362193,-87.72301907116594,Fail
ASIA BUFFET AND GRILL,Restaurant,Risk 1 (High),8059 S CICERO AVE ,IL,60652.0,Canvass,41.74597828184761,-87.74109990445395,Pass
INTELLIGENTSIA COFFEE & TEA INC.,coffee shop,Risk 2 (Medium),53 W JACKSON BLVD ,IL,60604.0,Canvass,41.878050680824906,-87.62978100842274,Fail
"SUGAR BLOW, LLC",Restaurant,Risk 1 (High),3409 N BROADWAY ,IL,60657.0,Canvass,41.94364567850239,-87.64485140753132,Pass w/ Conditions
TUCO & BLONDIE,Restaurant,Risk 1 (High),3356-3358 N SOUTHPORT AVE ,IL,60657.0,Canvass,41.94330695630928,-87.66406138245193,Pass w/ Conditions
QUEST FOOD MANAGEMENT SERVICES,PRIVATE SCHOOL,Risk 1 (High),161 W 9TH ST ,IL,60605.0,Canvass,41.87080386369775,-87.63263901479695,Fail
COUSCOUS RESTARURANT,Restaurant,Risk 1 (High),1445 W TAYLOR ST ,IL,60607.0,Canvass Re-Inspection,41.86920031338893,-87.66347266172151,Pass
WAJO CUPS,Restaurant,Risk 1 (High),5437 N LINCOLN AVE ,IL,60625.0,License Re-Inspection,41.98064880366368,-87.69263549503759,Pass w/ Conditions
GIFT 4 KIDS BABY ACADEMY LLC,Children's Services Facility,Risk 1 (High),133 W 111TH ST ,IL,60628.0,License,41.692425577853726,-87.62717940181099,Fail
FRESH MARKET ON JEFFERY INC.,Grocery Store,Risk 1 (High),9553-9557 S JEFFERY AVE ,IL,60617.0,Complaint Re-Inspection,41.72085348420328,-87.57517213662209,Fail
NOBLE THAI,Restaurant,Risk 1 (High),1371 W CHICAGO AVE ,IL,60642.0,Canvass,41.89604365076047,-87.6621873276828,Pass
"ZACATACOS, II. INC",Restaurant,Risk 1 (High),3949 W 71ST ST ,IL,60629.0,Complaint Re-Inspection,41.76399366461389,-87.72208036368175,Pass
JERK TACO MAN,Restaurant,Risk 1 (High),426 S CLARK ST ,IL,60605.0,Complaint,41.876320994130005,-87.63087940182764,No Entry
SUBWAY 3634,Restaurant,Risk 1 (High),6449 N SHERIDAN RD ,IL,60626.0,Canvass,41.99959505548609,-87.66053179154831,Pass
LOCAL FOODS,Grocery Store,Risk 1 (High),1427 W WILLOW ST ,IL,60642.0,Canvass Re-Inspection,41.91428779519858,-87.66281790988796,Pass
EARLE SCHOOL,School,Risk 1 (High),2040 W 62nd  (6200S) ST ,IL,60636.0,Canvass,41.78125258360491,-87.67555599128305,Fail
America's Dog O'hare,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,IL,60666.0,Canvass,42.00875076599798,-87.9068741340011,Pass
WALDO COONEY'S PIZZA,Restaurant,Risk 1 (High),2640 W 51ST ST ,IL,60632.0,Canvass,41.801153598485776,-87.6907407136006,Pass
"LITTLE SISTERS OF THE POOR, INCORPORATED",Long Term Care,Risk 1 (High),2325 N LAKEWOOD AVE ,IL,60614.0,Canvass,41.92421386833004,-87.66070640133562,Pass
RITZ-CARLTON WATER TOWER,Restaurant,Risk 1 (High),160 E PEARSON ST ,IL,60611.0,Canvass,41.89770258097883,-87.62346195629931,Pass w/ Conditions
Subway Restaurant,Restaurant,Risk 1 (High),5215 W CHICAGO AVE ,IL,60651.0,Canvass,41.89481469929343,-87.75630215901684,Pass
ADAS FOOD MARKET INCORPORATED,Grocery Store,Risk 3 (Low),3103 W 63RD ST ,IL,60629.0,License,41.77889540275008,-87.70085183414841,Fail
GHAREEB NAWAZ RESTAURANT,Restaurant,Risk 1 (High),2032-2036 W DEVON AVE ,IL,60659.0,Complaint,41.99798375025185,-87.68142044788961,Pass
SUNRISE OF LINCOLN PARK,Long Term Care,Risk 1 (High),2710 N CLARK ST ,IL,60614.0,Canvass,41.93160420124389,-87.64459203268433,Fail
PINCHED,Restaurant,Risk 1 (High),443 E ILLINOIS ST ,IL,60611.0,Canvass,41.89097092907943,-87.61606705402203,Pass
KENTUCKY FRIED CHICKEN/TACO BELL,Restaurant,Risk 1 (High),2807 W IRVING PARK RD ,IL,60618.0,Complaint,41.9538624002924,-87.69855459328777,Fail
RITZ-CARLTON WATER TOWER,Restaurant,Risk 2 (Medium),160 E PEARSON ST ,IL,60611.0,Canvass,41.89770258097883,-87.62346195629931,Pass
SHERIDAN VILLAGE NURSING AND REHABILITATION,Long Term Care,Risk 1 (High),5838 N SHERIDAN RD ,IL,60660.0,License,41.988468090343,-87.65548501249852,Pass
BEEF CHIEF,Restaurant,Risk 1 (High),9440 S LAFAYETTE AVE ,IL,60620.0,Canvass,41.722232005297535,-87.62520901436761,Fail
POPEYE'S #831,Restaurant,Risk 1 (High),1959 W HOWARD ST ,IL,60626.0,Complaint Re-Inspection,42.0193331123976,-87.68002153080553,Fail
JJ FISH CHICKEN FIRE/BABA'S GRILL & SEAFOOD MART,Restaurant,Risk 1 (High),7 E 111TH ST ,IL,60628.0,Complaint,41.69247632322652,-87.62284191735947,Pass w/ Conditions
NATHAN DAVIS ELEMENTARY,School,Risk 1 (High),3014 W 39th PL ,IL,60632.0,Canvass,41.82187860132248,-87.7002285852032,Fail
NEW TEA GARDEN CHOP SUEY,Restaurant,Risk 1 (High),11342 S MICHIGAN AVE ,IL,60628.0,Canvass Re-Inspection,41.6876979241585,-87.62111867973637,Pass
BORDER TACO,Restaurant,Risk 1 (High),912 N WESTERN AVE ,IL,60622.0,Canvass,41.8980141638199,-87.6870472678726,Fail
JORDAN FIRST MINI MART INC,Grocery Store,Risk 3 (Low),3608 W CHICAGO AVE ,IL,60651.0,Complaint,41.89556635438464,-87.71674269615782,Fail
MALIK FOOD MART,Grocery Store,Risk 3 (Low),2000 W DEVON AVE ,IL,60659.0,Canvass Re-Inspection,41.998003769952014,-87.68020042279053,Pass
MY PLACE,Restaurant,Risk 1 (High),1307 S WABASH AVE ,IL,60605.0,Complaint,41.86551744937986,-87.62564805803324,Pass w/ Conditions
5411 EMPANADAS,Restaurant,Risk 1 (High),3715 N SOUTHPORT AVE ,IL,60613.0,Canvass,41.94936491278617,-87.66393312220045,Pass
"ASIAN CHOPSTICKS, INC",Restaurant,Risk 1 (High),28 E ROOSEVELT RD ,IL,60605.0,Canvass,41.867539291087255,-87.62612468940756,Fail
SCHWEET,Bakery,Risk 1 (High),5248 W CHICAGO AVE ,IL,60651.0,Canvass,41.89502525505426,-87.75759717428602,Pass
JERK 48,Restaurant,Risk 1 (High),548 E 67TH ST ,IL,60637.0,Canvass,41.77315781192575,-87.61111086125341,Pass w/ Conditions
PIRANAHS FISH & CHICKEN INC,Restaurant,Risk 1 (High),2351 W GRAND AVE ,IL,60612.0,Canvass,41.890554239803976,-87.68628170324513,Pass
SUBWAY,Restaurant,Risk 1 (High),2300 N MILWAUKEE AVE ,IL,60647.0,Canvass,41.922842576706046,-87.69748748180638,Pass w/ Conditions
TAQUERIA LOS COMALES #11,Restaurant,Risk 1 (High),2148 N MILWAUKEE AVE ,IL,60647.0,Canvass Re-Inspection,41.920182838435146,-87.69313904053791,Pass
McCUTCHEON BRANCH,School,Risk 1 (High),4850 N KENMORE ,IL,60640.0,Canvass,41.97055818444942,-87.65640263623298,Pass
ASIAN MIX,Restaurant,Risk 1 (High),3945 N BROADWAY ,IL,60613.0,Canvass,41.954095576616304,-87.65007225130127,Pass
CYDI COMMUNITY YOUTH DEVELOPMENT INSTITUTE,School,Risk 1 (High),7836 S Union (700W) ,IL,60620.0,Canvass,41.75140973112416,-87.64176863052454,Fail
ORIGINAL ALPS,Restaurant,Risk 1 (High),3637 W IRVING PARK RD ,IL,60618.0,Canvass Re-Inspection,41.95362464225412,-87.71931084947838,Pass
PAN & GRILL CONEY ISLAND,Restaurant,Risk 1 (High),2807 N SHEFFIELD AVE ,IL,60657.0,Canvass,41.932874632796434,-87.65372052069962,Pass w/ Conditions
ST. FRANCIS DE SALES HIGH SCHOOL,School,Risk 1 (High),10155 S EWING AVE ,IL,60617.0,Canvass,41.71041289955135,-87.53513676917818,Fail
GABY'S PANADERIA Y PIZZERIA,Bakery,Risk 1 (High),5050-5054 W FULLERTON AVE ,IL,60639.0,Canvass,41.92425666505584,-87.7532575799249,Fail
LOS PEKES ICE CREAM & COFFEE SHOP,Restaurant,Risk 1 (High),3742 W 63RD ST ,IL,60629.0,Canvass,41.7788553378664,-87.71712584709125,Pass
"JAYS FISH CHICKEN & SANDWICHES, INC.",Restaurant,Risk 1 (High),2804 W ROOSEVELT RD ,IL,60612.0,License,41.86661768213301,-87.6961280297636,Pass w/ Conditions
BARNEY'S PIZZA,Restaurant,Risk 1 (High),5648 W CHICAGO AVE ,IL,60651.0,Complaint,41.89493600584935,-87.767324234848,Pass
CHICAGO MILITARY (BRONZEVILLE),School,Risk 1 (High),3515-33 S Giles (300E) ,IL,60653.0,Canvass,41.83063811003874,-87.61918110398949,Pass w/ Conditions
"PENDRY CHICAGO, HOTEL",HOTEL,Risk 1 (High),224-230 N MICHIGAN AVE FL ,IL,60601.0,Canvass,41.88637481521078,-87.6246754356595,Pass
NEW SUNNY SUB & FISH INC.,Restaurant,Risk 2 (Medium),380 E 71ST ST ,IL,60619.0,Complaint,41.765819375359385,-87.61534676528679,Fail
Chicago's Pizza,Restaurant,Risk 1 (High),3114 N LINCOLN AVE ,IL,60657.0,Canvass,41.93819157044506,-87.66681156458738,Pass
FULTON MARKET KITCHEN,Restaurant,Risk 1 (High),311 N SANGAMON ST ,IL,60607.0,Canvass Re-Inspection,41.887114585601694,-87.65087022605566,Pass
ELSIETECATERING,Catering,Risk 1 (High),3817 S KEDZIE AVE ,IL,60632.0,Canvass Re-Inspection,41.823818619688026,-87.70428542093514,Pass
LOS MOLCAJETES,Restaurant,Risk 1 (High),3532 W MONTROSE AVE ,IL,60618.0,Canvass,41.96119174485817,-87.71695186540852,Fail
THURGOOD MARSHALL MIDDLE SCHOOL,School,Risk 1 (High),3900 N Lawndale AVE ,IL,60618.0,Canvass,41.9520236042712,-87.72035833264569,Pass
THE GODDARD SCHOOL NORTH CHICAGO,Children's Services Facility,Risk 1 (High),2500 W BRADLEY PL ,IL,60618.0,Canvass,41.94957580301943,-87.69089236752177,Pass
CRESCENT CONVENIENT STORE,Grocery Store,Risk 3 (Low),4815 N WESTERN AVE ,IL,60625.0,License,41.96907978076753,-87.68877123980977,Fail
REGGIO'S PIZZA EXPRESS,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,IL,60666.0,Canvass,42.00875076599798,-87.9068741340011,Pass w/ Conditions
SHRINERS HOSPITALS FOR CHILDREN,Hospital,Risk 1 (High),2211 N OAK PARK AVE ,IL,60707.0,Canvass,41.920336171536384,-87.79499430248948,Pass
EL PAISANO TACOS INC,Restaurant,Risk 1 (High),2429 W DIVISION ST ,IL,60622.0,Complaint Re-Inspection,41.90289443680921,-87.68823386858675,Pass
HAROLD'S CHICKEN & FAMILY,Restaurant,Risk 2 (Medium),700 E 100TH PL ,IL,60628.0,Complaint Re-Inspection,41.71243329870023,-87.60535893666004,Pass w/ Conditions
Northwest Middle/Belmont-Cragin,School,Risk 1 (High),5252 W Palmer ,IL,60639.0,Canvass Re-Inspection,41.920538446762095,-87.75820002999474,Pass w/ Conditions
LOS ALTOS DE LA SIERRA,Restaurant,Risk 1 (High),6043 W ADDISON ST ,IL,60634.0,License Re-Inspection,41.945644781746616,-87.778210263651,Pass w/ Conditions
PETEY'S,Restaurant,Risk 1 (High),250 W 47TH ST ,IL,60609.0,Canvass,41.80920223511207,-87.6328610299761,Pass
"WENDY'S PROPERTIES, LLC",Restaurant,Risk 1 (High),8302 S ASHLAND AVE ,IL,60620.0,Complaint Re-Inspection,41.74292703518213,-87.66339545286884,Pass w/ Conditions
CHECKERS/RALLY'S,Restaurant,Risk 1 (High),5451 S WENTWORTH AVE ,IL,60609.0,Complaint,41.79491574083117,-87.63037666540295,Fail
CHILDREN'S LEARNING PLACE,Children's Services Facility,Risk 1 (High),3532 N HALSTED ST ,IL,60657.0,Canvass,41.94641497610327,-87.64960508860683,Pass w/ Conditions
ANGELAS BURRITO STYLE,Restaurant,Risk 1 (High),2556 N CLARK ST ,IL,60614.0,Canvass,41.92918048191846,-87.6427689778928,Pass w/ Conditions
Nori Chicago,Restaurant,Risk 1 (High),954 W DIVERSEY PKWY ,IL,60614.0,Complaint,41.932752035812285,-87.65364479484688,Pass
BOURBON CAFE',Restaurant,Risk 1 (High),4768 N LINCOLN AVE ,IL,60625.0,Canvass,41.96830877194304,-87.68853600406185,Pass
PILSEN ELEMENTARY,School,Risk 1 (High),1420 W 17th St  (1700S) ,IL,60608.0,Canvass,41.85887605891408,-87.66222540281572,Pass
TAQUERIA EL HEREDERO II LLC,Restaurant,Risk 1 (High),2624 W NORTH AVE ,IL,60647.0,Canvass,41.91036609826102,-87.69310770815113,Fail
SAMMY'S BREAKFAST-LUNCH-DINNER,Restaurant,Risk 1 (High),250 E 103RD ST ,IL,60628.0,Canvass,41.70738021160435,-87.61660859562375,Fail
TAQUERIA EL ASADERO #1,Restaurant,Risk 1 (High),2213 W MONTROSE AVE ,IL,60618.0,Complaint Re-Inspection,41.96126564609312,-87.6843909451717,Pass
QUICK STOP SHOP,Grocery Store,Risk 3 (Low),3954 W MONROE ST ,IL,60624.0,License,41.87987406249971,-87.7253653180431,Pass
HALE FAMILY MCDONALD'S,Restaurant,Risk 2 (Medium),2425 E 79TH ST ,IL,60649.0,Short Form Complaint,41.75163359897594,-87.56516065093349,Pass
FRUIT PARADISE,Restaurant,Risk 2 (Medium),2355 N MILWAUKEE AVE ,IL,60647.0,Canvass,41.92411344379971,-87.69909050084559,Pass w/ Conditions
TIERRA ENCANTADA INC,Children's Services Facility,Risk 1 (High),3800 N MILWAUKEE AVE ,IL,60641.0,License,41.94998957872941,-87.74194752675226,Pass w/ Conditions
DON PEZ,Restaurant,Risk 1 (High),844 W ARMITAGE AVE ,IL,60614.0,Canvass,41.918261583575294,-87.65029313626188,Pass
SAN MIGUEL SCHOOL,School,Risk 2 (Medium),1936 W 48TH ST ,IL,60609.0,Canvass,41.806808508625295,-87.67365729859442,Pass
MEHRAB RESTAURANT,Restaurant,Risk 1 (High),2437 W DEVON AVE ,IL,60659.0,Complaint,41.99759740363999,-87.69133151635391,Fail
MUGS PIZZA & RIBS,Restaurant,Risk 1 (High),7228 N HARLEM AVE ,IL,60631.0,Canvass,42.012592911340754,-87.80677398807909,Pass
CHICAGO' S DOG HOUSE INC.,Restaurant,Risk 1 (High),816 W FULLERTON AVE ,IL,60614.0,Canvass,41.92555423106173,-87.6494387080618,Pass
KIN SUSHI & THAI CUISINE,Restaurant,Risk 1 (High),1132 N MILWAUKEE AVE ,IL,60642.0,Canvass,41.90222673909479,-87.66494546765999,Fail
ROLLING  CHICAGO,Restaurant,Risk 1 (High),3904 W 47TH ST ,IL,60632.0,Canvass,41.80800816145033,-87.72137541826052,Fail
D-4 RESTAURANT,Restaurant,Risk 1 (High),5806 N WESTERN AVE ,IL,60659.0,Canvass,41.9870694721321,-87.6897050956807,Pass
LONGWOOD FOODS,Grocery Store,Risk 2 (Medium),11106 S LONGWOOD DR ,IL,60643.0,Complaint,41.691719561327645,-87.67211424461023,Fail
EARLY ACHIEVERS ACADEMY,Children's Services Facility,Risk 1 (High),450-456 E 83RD ST ,IL,60619.0,License,41.743955363987546,-87.61258755560007,Fail
SHINJU SUSHI JAPANESE RESTAURANT LLC,Restaurant,Risk 1 (High),1375 E 53RD ST ,IL,60615.0,Complaint,41.799399262112864,-87.59208770728569,Pass
SLEEP WALK,Restaurant,Risk 2 (Medium),1844 S BLUE ISLAND AVE ,IL,60608.0,Canvass,41.85673053879921,-87.66229983625921,Fail
LARSA'S MEDITERRANEAN RESTAURANT,Restaurant,Risk 1 (High),3146 W TOUHY AVE ,IL,60645.0,Canvass,42.011979879282606,-87.70853385148317,Fail
Jorge Prieto,School,Risk 1 (High),2231 N Central AVE ,IL,60639.0,Canvass Re-Inspection,41.921317169316346,-87.76574379790944,Pass
CHIPOTLE MEXICAN GRILL #3367,Restaurant,Risk 1 (High),725 S SEELEY AVE ,IL,60612.0,Canvass,41.87237073877844,-87.6774457109811,Pass
L' PATRON,Restaurant,Risk 1 (High),3749 W FULLERTON AVE ,IL,60647.0,Canvass,41.92443853485333,-87.72142590385965,Pass
PLAMONDON ELEMENTARY,School,Risk 1 (High),2642 W 15th Place  (1532S) ,IL,60608.0,Canvass,41.86028667955628,-87.69250468091171,Pass w/ Conditions
Bowen H/S,School,Risk 1 (High),2710 E 89th St (8900S) ,IL,60617.0,Canvass,41.7337610651301,-87.55775262945248,Fail
THE PLAY PIN,Daycare Above and Under 2 Years,Risk 1 (High),4753-4759 W WASHINGTON BLVD ,IL,60644.0,Canvass,41.88170868173872,-87.74498503875053,Pass w/ Conditions
A. J. HUDSON'S PUBLIC HOUSE,Restaurant,Risk 1 (High),3801-3805 N ASHLAND AVE ,IL,60613.0,Canvass,41.95073516884215,-87.66881290118064,Fail
Las Delicias De Puerto Rico,Restaurant,Risk 1 (High),4821 W ARMITAGE AVE ,IL,60639.0,Canvass Re-Inspection,41.91681503396404,-87.74705760204893,Fail
DAMATO BAKERY #1,Restaurant,Risk 1 (High),1124 W GRAND AVE ,IL,60642.0,Complaint Re-Inspection,41.89120813979677,-87.65573434273384,Pass w/ Conditions
TANK NOODLE,Restaurant,Risk 1 (High),4706-4710 W IRVING PARK RD ,IL,60641.0,Canvass,41.953552248396704,-87.74587070415478,Pass
Uncle Julio's Hacienda,Restaurant,Risk 1 (High),855 W NORTH AVE ,IL,60642.0,Canvass,41.91077497006808,-87.65046084745516,Pass
MATI'S THE COFFEE COMPANY,Restaurant,Risk 1 (High),5301 W BELMONT AVE ,IL,60641.0,Canvass,41.93855671746133,-87.75925719937484,Pass
MARRIOTT MARQUIS CHICAGO,Restaurant,Risk 1 (High),2121 S PRAIRIE AVE ,IL,60616.0,Canvass,41.853650885040594,-87.62053358114166,Fail
EMMIT'S ON CLYBOURN,Restaurant,Risk 1 (High),495 N MILWAUKEE AVE ,IL,60654.0,Canvass,41.89113474402316,-87.64729585102974,Pass w/ Conditions
LAS CARNITAS URUAPAN,Restaurant,Risk 1 (High),2813-15 W 55TH ST ,IL,60632.0,Canvass,41.793570492325294,-87.69440453864611,Fail
BRASERITOS,Restaurant,Risk 1 (High),4419 W FULLERTON AVE ,IL,60639.0,Complaint,41.92424572942599,-87.73733169173367,Fail
"SMARTY PANTS EARLY LEARNING CENTER, INC.",Daycare Above and Under 2 Years,Risk 1 (High),710 E 47TH ST ,IL,60653.0,License,41.809615926101415,-87.60848473644803,Pass
CHARTWELLS,COMMISARY,Risk 1 (High),345 E SUPERIOR ST ,IL,60611.0,Canvass,41.89571882183128,-87.61873143015465,Pass
KEEPER'S KIDS,Daycare Above and Under 2 Years,Risk 1 (High),2718-2724 W 59TH ST ,IL,60629.0,Complaint Re-Inspection,41.786542942070064,-87.69204396187506,Pass
PUI TAK CHRISTIAN SCHOOL,School,Risk 2 (Medium),2301 S WENTWORTH AVE ,IL,60616.0,Canvass,41.85094352340354,-87.63182661076641,Pass
Holmes,School,Risk 1 (High),955 W Garfield (5500S) ,IL,60621.0,Canvass,41.79376044368296,-87.64977785113672,Fail
WHOLE FOODS MARKET,Grocery Store,Risk 1 (High),1550 N KINGSBURY ST ,IL,60642.0,Short Form Complaint,41.90939878780941,-87.65305069789406,Pass
TAQUERIA LOS COMALES #11,Restaurant,Risk 1 (High),2148 N MILWAUKEE AVE ,IL,60647.0,Canvass,41.920182838435146,-87.69313904053791,Fail
BIEN ME SABE VENEZUELAN AREPA BAR,Restaurant,Risk 1 (High),29 E ADAMS ST ,IL,60603.0,Canvass,41.87939700209408,-87.62663087278814,Fail
"EL GALLO GIRO, INC.",Restaurant,Risk 1 (High),6531 W 63RD ST ,IL,60638.0,Canvass,41.77751201765896,-87.78498868557224,Fail
HAROLD'S CHICKEN 23,Restaurant,Risk 2 (Medium),203-205 E GARFIELD BLVD ,IL,60637.0,Complaint,41.794286942277694,-87.6206720841227,Fail
Cozy Corner Restaurant and Pancake House,Restaurant,Risk 1 (High),5454 N HARLEM AVE ,IL,60656.0,Complaint,41.979836274250594,-87.80712741724709,Pass w/ Conditions
MELVILLE FULLER ELEMENTARY,School,Risk 1 (High),4214 S St Lawrence (600E) ,IL,60653.0,Canvass Re-Inspection,41.818006095293214,-87.61182077063333,Fail
SLICE FACTORY,Restaurant,Risk 1 (High),1502 W 18TH ST ,IL,60608.0,Canvass,41.85794233628134,-87.6639580069016,Fail
"HOUND DOG, BURGER & TERIYAKI  RESTAURANT",Restaurant,Risk 1 (High),2257 W GRAND AVE ,IL,60612.0,Canvass Re-Inspection,41.89059496364399,-87.68404796959847,Fail
R J GRUNTS,Restaurant,Risk 1 (High),2054-2056 N LINCOLN PARK WEST ,IL,60614.0,Complaint,41.92003078139471,-87.636545550607,Pass w/ Conditions
BULSHO RESTAURANT,Restaurant,Risk 1 (High),211 W WALTON ST ,IL,60610.0,Short Form Complaint,41.899646106425415,-87.63480845253504,Fail
TARGET STORE T-3207,Grocery Store,Risk 2 (Medium),401 E ILLINOIS ST ,IL,60611.0,Complaint,41.89094361522157,-87.61754059260844,Pass w/ Conditions
THE WARBLER CHICAGO,Restaurant,Risk 1 (High),4533-4535 N LINCOLN AVE ,IL,60625.0,Complaint,41.96412222254028,-87.68544588152805,Fail
HAROLD'S CHICKEN & FAMILY,Restaurant,Risk 2 (Medium),700 E 100TH PL ,IL,60628.0,Complaint,41.71243329870023,-87.60535893666004,Fail
"Webster, Hansberry",School,Risk 1 (High),4055 W Arthington  (900S) ,IL,60624.0,Canvass,41.86988903822655,-87.72748158769552,Fail
RYO SUSHI,Restaurant,Risk 1 (High),62 E MADISON ST ,IL,60602.0,Canvass,41.8822023722691,-87.6255992937463,Pass w/ Conditions
BEEFY'S,Restaurant,Risk 1 (High),5749 S HARLEM AVE ,IL,60638.0,Canvass,41.78687014877279,-87.80116330469187,Fail
WALMART #5965,Grocery Store,Risk 1 (High),10900 S DOTY AVE ,IL,60628.0,Canvass Re-Inspection,41.69631368397275,-87.5966322439333,Pass
ESQUINA DEL SAZON,Restaurant,Risk 1 (High),3834 W 47TH ST ,IL,60632.0,Canvass,41.80802515275297,-87.72003743037237,Pass
MCDONALD,Restaurant,Risk 2 (Medium),2635 N CLARK ST ,IL,60614.0,Complaint,41.93055344663201,-87.64364878506521,Fail
GOLDEN CRUST PIZZERIA,Restaurant,Risk 1 (High),4620 N KEDZIE AVE ,IL,60625.0,Canvass Re-Inspection,41.96535307618747,-87.70852522642963,Pass
MANRRAS GROCERY,Grocery Store,Risk 3 (Low),3132 W 25TH ST ,IL,60623.0,License,41.8464606639961,-87.7038037640727,Fail
WINGSTOP RESTAURANT,Restaurant,Risk 1 (High),6024-6026 N BROADWAY AVE ,IL,60660.0,Canvass,41.99171164444709,-87.66046661833741,Pass
NEW GRAND CHINESE KITCHEN,Restaurant,Risk 1 (High),5401 S WENTWORTH AVE ,IL,60609.0,Complaint Re-Inspection,41.796234875219376,-87.63040492438661,Pass
"LENORA'S PLACE DAYCARE AND LEARNING CENTER, LLC",Children's Services Facility,Risk 1 (High),1459 W 74TH ST ,IL,60636.0,Canvass,41.75937734623751,-87.66111539963164,Pass
BEEF CHIEF,Restaurant,Risk 1 (High),9440 S LAFAYETTE AVE ,IL,60620.0,Canvass Re-Inspection,41.722232005297535,-87.62520901436761,Pass w/ Conditions
Prosser Voc. (H/S),School,Risk 1 (High),2148 N Long ,IL,60639.0,Canvass Re-Inspection,41.920036130137774,-87.76108432085182,Pass
SUN WAH BAR-B-Q INC CO,Restaurant,Risk 1 (High),5039-5043 N BROADWAY ,IL,60640.0,Complaint,41.97385028949589,-87.65965358195697,Fail
THE STUDY AT UNIVERSITY OF CHICAGO/TRUTH BE TOLD,Restaurant,Risk 1 (High),1227 E 60th ST ,IL,60637.0,Canvass,41.78595218670236,-87.5951856987874,Pass
EDEN,Restaurant,Risk 1 (High),2734 W ROSCOE ST ,IL,60618.0,License,41.94290577175032,-87.6969501565478,Pass
N & A FOOD  MARKET,Grocery Store,Risk 1 (High),1145 W 84TH ST ,IL,60620.0,Canvass,41.741292060076105,-87.65284087771272,Pass w/ Conditions
"CAFE UMBRIA, INC.",Restaurant,Risk 2 (Medium),2535 W ARMITAGE AVE ,IL,60647.0,Canvass,41.9174318836819,-87.69127168083044,Pass w/ Conditions
BASEHIT BBQ,Restaurant,Risk 1 (High),6606 W NORTH AVE ,IL,60707.0,Complaint Re-Inspection,41.9091955551912,-87.79033773659094,Pass
LITTLE CAESAR PIZZA,Restaurant,Risk 2 (Medium),3337 W NORTH AVE ,IL,60647.0,Canvass Re-Inspection,41.909954191939946,-87.71090487898779,Pass
BIG & LITTLES RESTAURANT,Restaurant,Risk 1 (High),1310 N MILWAUKEE AVE ,IL,60622.0,Canvass,41.90541555770196,-87.66992180134335,Pass
WILD FORK FOODS,Grocery Store,Risk 3 (Low),2340 W BELMONT AVE ,IL,60618.0,Complaint Re-Inspection,41.939575964330665,-87.68716009585552,Pass
TAKIE OUTIT,Restaurant,Risk 1 (High),2132 W CHICAGO AVE ,IL,60622.0,Canvass Re-Inspection,41.89595603957177,-87.6808420300601,Pass
